CountyName,Population,CO2,Methane
Berkeley County,129490.0,964782.4,20376.5
Charleston County,419279.0,513756.9,236617.25
Clarendon County,30913.0,0.0,0.0
Dillon County,27738.0,0.0,0.0
Colleton County,38599.0,0.0,0.0
Darlington County,62398.0,243333.1,10042.0
Chesterfield County,378408.0,1972172.5,108447.0
Edgefield County,26932.0,0.0,0.0
Florence County,4688.0,0.0,0.0
Georgetown County,64722.0,3643866.0,92429.25
Greenville County,547950.0,46837.4,87811.0
Hampton County,18113.0,0.0,0.0
Horry County,383101.0,0.0,229271.5
Kershaw County,67751.0,66822.7,31.5
Lexington County,304797.0,688676.1,45160.0
McCormick County,9764.0,0.0,0.0
Marlboro County,26039.0,160866.3,880.0
Newberry County,38247.0,0.0,0.0
Orangeburg County,83094.0,2421831.8,2840.5
Saluda County,18938.0,7699.6,8.25
Spartanburg County,345831.0,186644.4,94204.5
Williamsburg County,30058.0,203346.6,6384.5
Aurora County,2755.0,0.0,0.0
Beadle County,19376.0,54215.8,25.5
Bennett County,3336.0,0.0,0.0
Bon Homme County,7062.0,15784.5,7.5
Brookings County,35484.0,492655.7,37673.0
Brule County,5321.0,0.0,0.0
Charles Mix County,9213.0,0.0,0.0
Corson County,3826.0,0.0,0.0
Codington County,28721.0,252804.0,37206.75
Davison County,19973.0,105874.3,50.0
Day County,5479.0,0.0,0.0
Edmunds County,4065.0,294434.4,1077.0
Fall River County,7370.0,0.0,0.0
Faulk County,2126.0,0.0,0.0
Gregory County,3962.0,0.0,0.0
Haakon County,1826.0,0.0,0.0
Hamlin County,6352.0,145056.2,1151.25
Hand County,3140.0,0.0,0.0
Hanson County,3461.0,0.0,0.0
Hutchinson County,20215.0,2358838.1,13918.25
Jerauld County,1650.0,0.0,0.0
Kingsbury County,5294.0,0.0,0.0
McCook County,5778.0,0.0,0.0
Lyman County,3692.0,0.0,0.0
Mellette County,1892.0,0.0,0.0
Miner County,2304.0,0.0,0.0
Moody County,6349.0,0.0,0.0
Minnehaha County,203971.0,56783.8,99244.25
Oglala Lakota County,0.0,0.0,0.0
Roberts County,803.0,6745.6,10008.25
Sanborn County,2415.0,0.0,0.0
Spink County,6235.0,75495.8,35.5
Stanley County,2999.0,0.0,0.0
Sully County,1471.0,86.8,0.0
Tripp County,5565.0,0.0,0.0
Walworth County,105380.0,20768.2,106000.25
Yankton County,23373.0,31330.1,14.75
Ziebach County,2395.0,0.0,0.0
Bledsoe County,14798.0,0.0,0.0
Cannon County,14788.0,0.0,0.0
Cheatham County,41830.0,0.0,0.0
Cocke County,36879.0,29987.7,14.0
Crockett County,2943.0,201198.3,11286.25
Dickson County,55761.0,78891.9,37.25
Dyer County,36410.0,0.0,0.0
Fentress County,19332.0,0.0,0.0
Giles County,16453.0,974050.0,32922.25
Grainger County,24277.0,0.0,0.0
Hamblen County,65168.0,0.0,0.0
Hardeman County,3516.0,36973.2,17.5
Hawkins County,58043.0,1941628.8,30527.58
McMinn County,54719.0,557181.0,240384.5
Loudon County,58181.0,467674.7,159733.25
McNairy County,25988.0,0.0,0.0
Maury County,108159.0,114282.2,11412.0
Obion County,30394.0,184326.6,42747.5
Overton County,23044.0,0.0,0.0
Pickett County,5107.0,0.0,0.0
Rhea County,33730.0,0.0,224058.75
Roane County,13834.0,0.0,0.0
Sequatchie County,16909.0,0.0,0.0
Trousdale County,12111.0,12710.6,3795.75
Unicoi County,17674.0,0.0,0.0
Weakley County,33063.0,371004.2,172.03
Andrews County,18334.0,100483.1,5561.5
Angelina County,87101.0,94990.7,105540.25
Aransas County,24944.0,0.0,0.0
Archer County,8835.0,0.0,0.0
Atascosa County,50864.0,2341337.5,6519.0
Bailey County,6779.0,0.0,0.0
Austin County,31097.0,0.0,0.0
Bandera County,22115.0,34066.9,6245.75
Bastrop County,106188.0,1977090.0,917.25
Baylor County,3466.0,0.0,0.0
Bee County,30394.0,431486.9,70214.72
Bexar County,2059530.0,14528001.16,1494701.09
Blanco County,12418.0,0.0,0.0
Borden County,585.0,0.0,0.0
Bosque County,18697.0,562938.0,211.75
Bowie County,92035.0,47283.1,41922.25
Brazoria County,388181.0,12325185.6,169065.5
Brazos County,242014.0,135885.5,104813.0
Brewster County,9343.0,19259.9,11574.75
Briscoe County,1431.0,0.0,0.0
Burleson County,18657.0,0.0,0.0
Burnet County,52502.0,1443833.3,585.0
Callahan County,14210.0,0.0,0.0
Camp County,12716.0,123.4,170.5
Carson County,5784.0,0.0,0.0
Castro County,7298.0,0.0,0.0
Childress County,6809.0,0.0,0.0
Cochran County,2526.0,0.0,0.0
Coleman County,7850.0,0.0,0.0
Coke County,3333.0,112231.5,9865.0
Collin County,1158696.0,780050.8,785733.25
Collingsworth County,2568.0,0.0,0.0
Colorado County,20754.0,547465.2,42852.0
Comal County,184642.0,2856740.2,71459.5
Concho County,3340.0,0.0,0.0
Cooke County,43050.0,0.0,0.0
Coryell County,85057.0,0.0,0.0
Cottle County,1307.0,0.0,0.0
Crane County,4546.0,217900.26,11364.43
Crosby County,4998.0,0.0,0.0
Culberson County,2155.0,752717.0,52061.75
Dallam County,7241.0,43892.0,23.5
Deaf Smith County,18377.0,214709.8,101.0
Denton County,977281.0,450526.6,515635.0
DeWitt County,19772.0,80536.2,5349.25
Dickens County,1726.0,0.0,0.0
Dimmit County,8387.0,154393.6,527.5
Donley County,3339.0,0.0,0.0
Eastland County,17944.0,40506.2,4238.75
Ector County,160869.0,2483423.9,151208.75
Erath County,43895.0,0.0,0.0
Falls County,17049.0,0.0,0.0
Fisher County,3622.0,42054.7,19.75
Foard County,1057.0,0.0,0.0
Fort Bend County,889146.0,14907143.5,596846.5
Freestone County,19950.0,2452637.5,101563.0
Frio County,17815.0,203079.1,682.5
Galveston County,357117.0,5170134.3,139894.25
Gaines County,22181.0,555601.1,2042.5
Garza County,6262.0,0.0,0.0
Gillespie County,27477.0,0.0,0.0
Glasscock County,1164.0,280618.8,11219.75
Goliad County,7131.0,3694807.7,11025.25
Gonzales County,19832.0,75166.3,840.0
Gregg County,125443.0,299822.9,82646.5
Grimes County,30754.0,1070897.5,122924.75
Hansford County,5151.0,43911.5,2641.5
Hartley County,5208.0,0.0,0.0
Hays County,269225.0,2476741.5,1465.25
Hemphill County,3217.0,101255.4,3582.0
Hockley County,21161.0,140827.1,802.75
Hood County,66373.0,3065034.1,16283.5
Hudspeth County,3432.0,557704.9,5884.0
Hunt County,108282.0,23767.7,144694.75
Irion County,1530.0,29016.42,2094.68
Jack County,8922.0,1657852.6,121824.75
Jim Wells County,38826.0,600220.0,20487.5
Jim Hogg County,4763.0,0.0,0.0
Karnes County,14836.0,383964.5,63341.5
Kaufman County,172366.0,3633171.6,1723.25
Kenedy County,358.0,0.0,0.0
Kerr County,53741.0,0.0,0.0
Kimble County,4422.0,59073.7,4007.0
King County,2266789.0,760900.2,308549.5
Kinney County,3128.0,0.0,0.0
Kleberg County,30362.0,0.0,0.0
Lamb County,12724.0,2890507.4,810.0
Lampasas County,22785.0,0.0,0.0
La Salle County,6604.0,350867.76,3355.86
Lavaca County,20589.0,1060133.0,24129.75
Lipscomb County,2854.0,0.0,0.0
Live Oak County,11428.0,690745.9,4375.0
Llano County,22540.0,0.0,0.0
McLennan County,266836.0,5608991.7,229369.25
Loving County,51.0,510036.08,123955.46
McCulloch County,7497.0,0.0,0.0
McMullen County,576.0,163398.1,1740.75
Lubbock County,317561.0,62936.1,190499.0
Lynn County,5724.0,0.0,0.0
Maverick County,57843.0,0.0,0.0
Matagorda County,36125.0,660736.6,12749.75
Milam County,25628.0,0.0,0.0
Montague County,21063.0,134956.6,6210.0
Motley County,1032.0,0.0,0.0
Nacogdoches County,64862.0,152198.7,79204.75
Navarro County,54636.0,116550.5,100904.5
Nolan County,14473.0,865797.3,7208.75
Nueces County,351674.0,12972136.6,253048.75
Ochiltree County,9606.0,31895.5,5635.5
Palo Pinto County,29239.0,180198.4,1910.0
Parker County,165834.0,113661.1,46228.75
Parmer County,9620.0,5172.2,28155.25
Pecos County,14735.0,428544.22,22630.68
Presidio County,5939.0,0.0,0.0
Rains County,12823.0,0.0,0.0
Randall County,146140.0,64099.9,55115.75
Reagan County,3135.0,0.0,0.0
Real County,2840.0,24592.7,2009.25
Red River County,11542.0,0.0,0.0
Reeves County,12905.0,2483475.6,103580.75
Refugio County,6632.0,214.2,435.25
Rockwall County,123208.0,0.0,0.0
Runnels County,9859.0,0.0,0.0
Rusk County,14186.0,28726.1,18530.5
Sabine County,10048.0,0.0,0.0
San Augustine County,7857.0,0.0,0.0
San Jacinto County,28348.0,116537.6,54.25
San Patricio County,69954.0,6057396.4,49752.25
San Saba County,5824.0,0.0,0.0
Schleicher County,2357.0,0.0,0.0
Scurry County,16686.0,484113.6,36944.5
Shackelford County,3186.0,0.0,0.0
Somervell County,9757.0,0.0,0.0
Starr County,65728.0,42378.4,4261.5
Stonewall County,1182.0,0.0,0.0
Sterling County,1417.0,120119.27,4964.44
Swisher County,6881.0,0.0,0.0
Sutton County,3217.0,84127.6,11099.0
Tarrant County,2154595.0,2678181.76,1861820.37
Terry County,11567.0,0.0,0.0
Throckmorton County,1550.0,0.0,0.0
Titus County,31208.0,4794517.9,69470.0
Tom Green County,118892.0,0.0,28389.0
Travis County,1326436.0,2248704.9,639376.75
Tyler County,8183.0,34421.2,16.75
Upshur County,23712.0,108845.7,1260.0
Upton County,3152.0,1148722.07,85218.39
Val Verde County,47606.0,152357.9,726.75
Uvalde County,24940.0,0.0,0.0
Van Zandt County,62859.0,0.0,0.0
Victoria County,91065.0,1364771.9,13273.5
Waller County,61894.0,57385.9,2987.75
Webb County,267780.0,255105.3,187248.75
Wharton County,41824.0,3280931.3,6424.0
Wilbarger County,12491.0,0.0,0.0
Willacy County,20143.0,0.0,0.0
Winkler County,7306.0,226363.43,41811.81
Wise County,35421.0,868114.7,1059050.75
Yoakum County,7451.0,971435.2,357547.25
Young County,17962.0,175175.4,81.0
Zapata County,13849.0,10.5,270.75
Zavala County,9377.0,0.0,0.0
Box Elder County,61498.0,319958.4,38191.25
Cache County,140173.0,27482.8,61417.5
Daggett County,1014.0,41280.8,4708.5
Duchesne County,20161.0,285495.7,91140.25
Emery County,10099.0,15370099.0,45389.25
Juab County,12567.0,1681362.9,1184.0
Millard County,13330.0,7611089.0,21127.47
Piute County,1487.0,0.0,0.0
Rich County,2628.0,0.0,0.0
Salt Lake County,1186257.0,1686483.6,692290.0
Sanpete County,29724.0,0.0,0.0
Tooele County,79934.0,255521.9,129638.75
Uintah County,37141.0,3136377.1,177213.5
Wasatch County,36619.0,0.0,0.0
Utah County,702434.0,2925967.7,108339.25
Weber County,269561.0,161953.7,44142.0
Addison County,37578.0,0.0,0.0
Caledonia County,30579.0,0.0,0.0
Chittenden County,169301.0,66415.8,4127.5
Bennington County,37392.0,0.0,0.0
Grand Isle County,7489.0,0.0,0.0
Lamoille County,26090.0,0.0,0.0
Rutland County,60366.0,29496.7,14.25
Windsor County,58142.0,0.0,0.0
Accomack County,33191.0,70152.4,57169.0
Albemarle County,114534.0,0.0,12641.25
Amelia County,13455.0,521.0,99882.5
Amherst County,31589.0,126248.6,63631.5
Appomattox County,16748.0,81486.5,6335.0
Arlington County,234000.0,0.0,0.0
Augusta County,78064.0,35.8,99377.0
Bland County,6148.0,0.0,0.0
Botetourt County,34135.0,909261.8,897.5
Buckingham County,16982.0,1208840.3,525.75
Charles City County,6605.0,132.8,72332.25
Culpeper County,54381.0,0.0,0.0
Dickenson County,13725.0,32021.7,94.25
Dinwiddie County,28161.0,139951.4,42.5
Fairfax County,1138331.0,339813.9,212061.0
Fauquier County,74664.0,655993.1,312.25
Fluvanna County,28159.0,1403068.4,650.5
Goochland County,26109.0,0.0,0.0
Greensville County,11226.0,4051623.8,1879.0
Hanover County,112938.0,2283042.0,1064.75
Henrico County,333962.0,0.0,72589.25
Isle of Wight County,40151.0,95905.9,107959.25
James City County,81199.0,93156.3,36.25
King and Queen County,6718.0,0.0,109229.0
King George County,27856.0,95244.6,247088.25
King William County,18492.0,546530.7,103066.75
Loudoun County,432085.0,1924037.9,40360.25
Lunenburg County,12031.0,0.0,79499.5
Mathews County,8490.0,0.0,0.0
New Kent County,24986.0,0.0,0.0
Nottoway County,15559.0,0.0,0.0
Patrick County,17643.0,0.0,0.0
Pittsylvania County,59952.0,215927.5,6625.25
Powhatan County,31489.0,0.0,0.0
Prince Edward County,21927.0,0.0,0.0
Prince George County,43134.0,0.0,0.0
Prince William County,486943.0,928440.7,7638.75
Rappahannock County,7502.0,0.0,0.0
Roanoke County,96914.0,0.0,21264.75
Rockbridge County,22593.0,0.1,45802.25
Shenandoah County,44968.0,0.0,0.0
Smyth County,29449.0,0.0,0.0
Southampton County,17932.0,0.0,0.0
Spotsylvania County,146688.0,23.4,71847.0
Wythe County,28111.0,0.0,0.0
Alexandria,155525.0,112580.4,2613.5
Bristol,16975.0,0.0,116799.0
Buena Vista,6591.0,0.0,0.0
Charlottesville,45373.0,71001.4,1646.0
Chesapeake,252488.0,64138.6,37.5
Colonial Heights,18294.0,0.0,0.0
Covington,5679.0,34462.3,16.25
Danville,42229.0,66401.4,31.25
Emporia,5481.0,0.0,0.0
Fairfax,24835.0,0.0,0.0
Falls Church,14586.0,0.0,0.0
Franklin,8247.0,0.0,0.0
Fredericksburg,28757.0,0.0,0.0
Galax,6730.0,0.0,0.0
Hampton,138037.0,23158.8,50843.5
Hopewell,22962.0,1878737.2,1286.5
Lexington,7457.0,0.0,0.0
Harrisonburg,51158.0,30413.0,14.25
Lynchburg,79287.0,34413.3,16.0
Manassas,42642.0,28177.5,13.25
Manassas Park,16703.0,0.0,0.0
Newport News,184306.0,82965.5,41.75
Martinsville,13725.0,0.0,0.0
Norfolk,232995.0,118645.9,45939.75
Norton,3609.0,0.0,0.0
Petersburg,33394.0,0.0,115574.25
Poquoson,12582.0,0.0,0.0
Portsmouth,97029.0,163020.3,3646.25
Radford,16738.0,0.0,0.0
Richmond,229395.0,362470.7,168.25
Roanoke,97847.0,100205.1,23.0
Salem,25523.0,0.0,101191.5
Staunton,25904.0,0.0,0.0
Suffolk,98537.0,0.0,0.0
Virginia Beach,455618.0,0.0,0.0
Waynesboro,22808.0,28980.3,13.75
Williamsburg,15909.0,0.0,0.0
Winchester,27936.0,0.0,0.0
Asotin County,22508.0,0.0,0.0
Chelan County,79926.0,0.0,0.0
Clallam County,77805.0,0.0,0.0
Cowlitz County,111956.0,1455666.4,307311.25
Ferry County,7448.0,0.0,0.0
Grays Harbor County,77038.0,1414587.1,3474.25
Island County,86625.0,0.0,0.0
Kitsap County,277673.0,42960.1,916.75
Kittitas County,45189.0,0.0,0.0
Klickitat County,23271.0,778936.0,249789.25
Okanogan County,43127.0,0.0,0.0
Pacific County,24113.0,0.0,0.0
Pend Oreille County,14179.0,0.0,0.0
Skagit County,131179.0,3494965.0,8674.5
Skamania County,12460.0,13862.6,2117.5
Snohomish County,840079.0,67703.2,5675.5
Spokane County,549690.0,330068.1,2809.5
Wahkiakum County,4688.0,0.0,0.0
Walla Walla County,61890.0,347491.8,99441.25
Whatcom County,230677.0,4321876.2,23354.75
Whitman County,47619.0,62388.6,29.5
Yakima County,257001.0,38741.0,169683.75
Brooke County,21733.0,273040.6,76.5
Braxton County,12185.0,1008.9,5393.25
Cabell County,92730.0,87125.1,41.0
Doddridge County,7698.0,389359.5,13447.25
Greenbrier County,32435.0,0.0,0.0
Hardy County,14192.0,112099.5,7641.75
Kanawha County,175515.0,396265.4,548658.75
Mingo County,22573.0,0.0,0.0
Monongalia County,106869.0,9801735.8,75556.0
Pleasants County,7586.0,8152422.1,2338.75
Preston County,34172.0,0.0,0.0
Raleigh County,72882.0,94.0,1004978.25
Ritchie County,8207.0,140884.1,4284.0
Summers County,11762.0,0.0,0.0
Tucker County,6568.0,0.0,0.0
Wetzel County,14025.0,211634.6,8021.0
Wirt County,5091.0,0.0,0.0
Barron County,46843.0,0.0,0.0
Bayfield County,16608.0,0.0,0.0
Burnett County,17036.0,0.0,0.0
Calumet County,52718.0,11.3,47444.5
Dane County,568203.0,619638.6,56183.0
Door County,30526.0,0.0,0.0
Eau Claire County,106837.0,24732.4,23612.5
Fond du Lac County,103836.0,393439.2,272.5
Green Lake County,19220.0,694.5,22390.25
Juneau County,26866.0,129269.9,61.0
Kenosha County,167817.0,115588.6,22980.5
Kewaunee County,20623.0,0.0,0.0
La Crosse County,120294.0,48035.8,57547.5
Langlade County,19559.0,0.0,0.0
Manitowoc County,81172.0,410651.4,21851.5
Marathon County,137958.0,4446443.0,40835.0
Marinette County,41988.0,131460.3,61.5
Milwaukee County,918661.0,12458168.0,85223.75
Oconto County,39633.0,31799.9,15.0
Outagamie County,192127.0,2242514.4,103608.75
Ozaukee County,93009.0,2790854.4,1266.75
Pepin County,7410.0,0.0,0.0
Price County,14179.0,125.3,0.0
Racine County,195846.0,103118.6,12936.25
St. Croix County,96017.0,0.0,0.0
Sawyer County,18559.0,0.0,0.0
Sauk County,65777.0,48985.7,102.5
Shawano County,40886.0,36287.8,17.5
Sheboygan County,117841.0,276528.7,12525.0
Trempealeau County,30899.0,0.0,0.0
Vilas County,23763.0,0.0,0.0
Washburn County,16911.0,27.6,12814.0
Waukesha County,410434.0,7004.6,66823.5
Waupaca County,51488.0,256496.2,548.0
Waushara County,24999.0,0.0,0.0
Converse County,13786.0,4344964.6,25644.75
Goshen County,12562.0,0.0,0.0
Hot Springs County,4588.0,0.0,0.0
Laramie County,100723.0,552095.0,66221.0
Natrona County,79601.0,285089.4,20091.75
Niobrara County,2380.0,0.0,0.0
Sublette County,8763.0,0.0,0.0
Sweetwater County,41345.0,17254898.1,132257.5
Uinta County,20712.0,231687.6,7391.0
Washakie County,7719.0,32598.6,19.0
Weston County,6860.0,187332.3,615.5
Adjuntas,17972.0,0.0,0.0
Aguada,37998.0,0.0,0.0
Aguas Buenas,24136.0,0.0,0.0
Aguadilla,54752.0,0.0,0.0
Aibonito,24555.0,0.0,0.0
Añasco,25497.0,0.0,0.0
Arroyo,15797.0,0.0,0.0
Arecibo,87217.0,26.5,112327.5
Barceloneta,22604.0,61880.9,32.0
Barranquitas,28899.0,0.0,0.0
Bayamón,184326.0,158.6,51687.0
Cabo Rojo,46983.0,0.0,0.0
Caguas,126772.0,0.0,0.0
Camuy,32733.0,0.0,0.0
Canóvanas,42218.0,0.0,0.0
Carolina,154126.0,22374.6,23.75
Cataño,23060.0,0.0,0.0
Cayey,41509.0,0.0,0.0
Ceiba,11256.0,0.0,0.0
Ciales,16924.0,0.0,0.0
Cidra,39831.0,0.0,0.0
Coamo,34557.0,0.0,0.0
Comerío,18817.0,0.0,0.0
Corozal,34459.0,0.0,0.0
Culebra,1186.0,0.0,0.0
Dorado,35786.0,0.0,0.0
Fajardo,31984.0,12.6,72844.25
Florida,11641.0,0.0,0.0
Guánica,13682.0,0.0,0.0
Guayanilla,17670.0,0.0,0.0
Guayama,36365.0,0.0,0.0
Guaynabo,89554.0,193.1,51347.25
Gurabo,40517.0,0.0,0.0
Hatillo,38330.0,0.0,0.0
Hormigueros,15571.0,0.0,0.0
Humacao,50729.0,0.0,58721.25
Isabela,42817.0,0.0,0.0
Jayuya,14726.0,0.0,0.0
Juana Díaz,46333.0,0.0,0.0
Juncos,36928.0,41438.1,42.0
Lajas,23202.0,0.0,0.0
Lares,27990.0,0.0,0.0
Las Marías,8826.0,0.0,0.0
Las Piedras,35099.0,0.0,0.0
Loíza,23580.0,0.0,0.0
Luquillo,17716.0,0.0,0.0
Manatí,39310.0,0.0,0.0
Maricao,5354.0,0.0,0.0
Maunabo,10563.0,0.0,0.0
Mayagüez,72721.0,0.0,0.0
Moca,37363.0,0.0,0.0
Morovis,28659.0,0.0,0.0
Naguabo,23340.0,0.0,0.0
Naranjito,29153.0,0.0,0.0
Patillas,15927.0,0.0,0.0
Orocovis,21378.0,0.0,0.0
Peñuelas,20298.0,1353661.2,858.0
Ponce,136542.0,0.0,54061.25
Quebradillas,23540.0,0.0,0.0
Rincón,15164.0,0.0,0.0
Río Grande,46838.0,0.0,0.0
Sabana Grande,22639.0,0.0,0.0
Salinas,25688.0,0.0,113870.0
San Germán,31680.0,0.0,0.0
San Juan,340903.0,0.0,0.0
San Lorenzo,37552.0,0.0,0.0
San Sebastián,39183.0,0.0,0.0
Santa Isabel,20207.0,0.0,0.0
Toa Alta,66699.0,0.0,0.0
Toa Baja,74854.0,0.0,0.0
Trujillo Alto,67497.0,0.0,0.0
Vega Alta,35279.0,0.0,0.0
Vieques,8199.0,0.0,0.0
Utuado,28155.0,0.0,0.0
Vega Baja,54182.0,0.0,0.0
Villalba,21984.0,0.0,0.0
Yabucoa,30313.0,0.0,0.0
Yauco,33988.0,0.0,0.0
